STATE,LAW ENFORCEMENT AGENCY,TYPE,COUNTY,SUPPORT TYPE,SIGNED,MOA,ADDENDUM,MOA_URL,ADDENDUM_URL
TEXAS,Jackson County Sheriff's Office ,County,Jackson County  ,Warrant Service Officer,2025-02-24,link,,https://www.ice.gov/doclib/287gMOA/Jackson_County_WSO_MOA_02.24.25.pdf,
TEXAS,Jasper County Sheriff's Office ,County ,Jasper County ,Warrant Service Officer,2025-08-07,link,,https://www.ice.gov/doclib/287gMOA/JasperCoSheriffsOfficeTX_WSO_MOA_08072025.pdf,
TEXAS,Jefferson County Sheriff's Office,County,Jefferson County,Task Force Model,2025-06-30,link,,https://www.ice.gov/doclib/287gMOA/JeffersonCoSheriffsOfficeTX_TFM_MOA_06302025.pdf,
TEXAS,Jefferson County Sheriff's Office,County,Jefferson County,Warrant Service Officer,2025-06-30,link,,https://www.ice.gov/doclib/287gMOA/JeffersonCoSheriffsOfficeTX_WSO_MOA_06302025.pdf,
TEXAS,Jefferson Police Department ,Municipality,Marion County,Task Force Model,2025-12-18,link,,https://www.ice.gov/doclib/287gMOA/JeffersonPDTX_TFM_MOA_12182025.pdf,
TEXAS,Jim Wells County Sheriff's Office,County,Jim Wells County ,Jail Enforcement Model,2025-02-28,link,,https://www.ice.gov/doclib/287gMOA/JimWellsCoSheriffsOfficeTX_JEM_MOA_02.27.2025.pdf,
TEXAS,Jim Wells County Sheriff's Office,County,Jim Wells County,Task Force Model,2025-03-25,link,,https://www.ice.gov/doclib/287gMOA/JimWellsCoTX_TFM_MOA_03.03.2025.pdf,
TEXAS,Jim Wells County Sheriff's Office,County,Jim Wells County,Warrant Service Officer,2025-03-26,link,,http://www.ice.gov/doclib/287gMOA/JimWellsCoSO_WSO_MOA_031725.pdf,
TEXAS,Johnson County Sheriff's Office ,County,Johnson County ,Jail Enforcement Model ,2025-12-02,link,,https://www.ice.gov/doclib/287gMOA/JohnsonCoSheriffsOfficeTX_JEM_MOA_12022025.pdf,
TEXAS,Karnes County Sheriff's Office ,County ,Karnes County,Warrant Service Officer,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/KarnesCoSheriffsOfficeTX_WSO_MOA_10172025.pdf,
TEXAS,Kaufman County Sheriff's Office ,County,Kaufman County,Jail Enforcement Model,2026-01-26,link,,https://www.ice.gov/doclib/287gMOA/KaufmanCoSheriffsOfficeTX_JEM_MOA_01262026.pdf,
TEXAS,Keller Police Department ,Municipality,Tarrant County,Warrant Service Officer,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/KellerPoliceDeptTX_WSO_MOA_08282025.pdf,
TEXAS,Kendall County Sheriff's Office,County,Kendall County ,Warrant Service Officer,2020-12-23,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_KendallCoTX_12-23-2020.pdf,
TEXAS,Kenedy County Sheriff's Office,County,Kenedy County,Task Force Model,2026-02-10,link pending,,,
TEXAS,Kerr County Sheriff's Office,County,Kerr County,Jail Enforcement Model,2025-05-02,link,,https://www.ice.gov/doclib/287gMOA/KerrCoSheriffsOfficeTX_JEM_MOA_05.05.2025.pdf,
TEXAS,Kerr County Sheriff's Office,County,Kerr County,Task Force Model,2025-05-08,link,,https://www.ice.gov/doclib/287gMOA/KerrCoSheriffsOfficeTX_TFM_MOA_05082025.pdf,
TEXAS,Kerr County Sheriff's Office,County,Kerr County,Warrant Service Officer,2025-05-02,link,,https://www.ice.gov/doclib/287gMOA/KerrCoSheriffsOfficeTX_WSO_MOA_05.05.2025.pdf,
TEXAS,Kingsville Police Department,Municipality ,Kleberg County,Task Force Model,2026-01-26,link,,https://www.ice.gov/doclib/287gMOA/KingsvillePoliceDeptTX_TFM_MOA_01262026.pdf,
TEXAS,Kinney County Sheriff's Office,County,Kinney County,Task Force Model,2025-03-26,link,,https://www.ice.gov/doclib/287gMOA/KinneyCoTX_TFM_MOA_03.19.2025.pdf,
TEXAS,Kleberg County Attorney's Specialized Crimes & Narcotics Task Force,County,Kleberg County,Task Force Model,2025-12-16,link,,https://www.ice.gov/doclib/287gMOA/KlebergCoAttorneysSpecializedCrimesNarcoticsTaskForceTX.pdf,
TEXAS,Kleberg County Sheriff's Office,County,Kleberg County ,Jail Enforcement Model,2020-07-31,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_KlebergCoTX_07-31-2020.pdf,
TEXAS,Kleberg County Sheriff's Office,County,Kleberg County ,Task Force Model,2025-12-18,link,,https://www.ice.gov/doclib/287gMOA/KlebergCountySO_TX_TFM_MOA_12182025.pdf,
TEXAS,Knox County Sheriff's Office,County,Knox County,Warrant Service Officer,2025-06-30,link,,https://www.ice.gov/doclib/287gMOA/KnoxCoSheriffsOfficeTX_WSO_MOA_06302025.pdf,
TEXAS,Lamar County Sheriff's Office ,County ,Lamar County,Warrant Service Officer,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/LamarCoSheriffsOfficeTX_WSO_MOA_10172025.pdf,
TEXAS,Lamb County Sheriff's Office,County,Lamb County,Warrant Service Officer,2025-06-17,link,,https://www.ice.gov/doclib/287gMOA/LambCoSheriffsOfficeTX_WSO_MOA_06172025.pdf,
TEXAS,Lampasas County Sheriff's Office,County,Lampasas County,Task Force Model,2025-11-18,link,,https://www.ice.gov/doclib/287gMOA/LampasasCoSheriffsOfficeTX_TFM_MOA_11182025.pdf,
TEXAS,Lampasas County Sheriff's Office,County,Lampasas County,Warrant Service Officer,2025-07-15,link,,https://www.ice.gov/doclib/287gMOA/LampasasCoSheriffsOfficeTX_WSO_MOA_07152025.pdf,
TEXAS,Lavaca County Sheriff’s Office,County,Lavaca County,Jail Enforcement Model,2020-06-08,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_LavacaCoTX_06-08-2020.pdf,
TEXAS,Lavaca County Sheriff’s Office,County,Lavaca County,Task Force Model,2025-09-09,link,,https://www.ice.gov/doclib/287gMOA/LavacaCoSO_TFM_MOA_09092025.pdf,
TEXAS,Lavaca County Sheriff's Office,County,Lavaca County ,Warrant Service Officer,2025-02-24,link,,https://www.ice.gov/doclib/287gMOA/Lavaca_County_WSO_MOA_02.24.25.pdf,
TEXAS,League City Police Department ,Municipality,Galveston County,Task Force Model,2025-09-22,link,,https://www.ice.gov/doclib/287gMOA/LeagueCityPoliceDeptTX_TFM_MOA_09222025.pdf,
TEXAS,League City Police Department ,Municipality,Galveston County,Warrant Service Officer,2025-09-22,link,,https://www.ice.gov/doclib/287gMOA/LeagueCityPoliceDeptTX_WSO_MOA_09222025.pdf,
TEXAS,Lee County Sheriff's Office,County ,Lee County,Warrant Service Officer,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/LeeCoSheriffsOfficeTX_WSO_MOA_08282025.pdf,
TEXAS,Liberty County Sheriff's Office,County,Liberty County,Warrant Service Officer,2026-01-30,link,,https://www.ice.gov/doclib/287gMOA/LibertyCoSOTX_WSO_MOA_013026.pdf,
TEXAS,Limestone County Sheriff's Office,County,Limestone County,Warrant Service Officer,2026-01-26,link,,https://www.ice.gov/doclib/287gMOA/LimestoneCoSheriffsOfficeTX_WSO_MOA_01262026.pdf,
TEXAS,Lipscomb County Sheriff's Office,County ,Lipscomb County,Warrant Service Officer,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/LipscombCoSheriffsOfficeTX_WSO_MOA_08282025.pdf,
TEXAS,Live Oak County Sheriff's Office ,County,Live Oak County,Task Force Model,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/LiveOakCoSheriffsOfficeTX_TFM_MOA_10172025.pdf,
TEXAS,Live Oak County Sheriff's Office ,County,Live Oak County,Warrant Service Officer,2025-04-16,link,,https://www.ice.gov/doclib/287gMOA/LiveOakCoTX_WSO_MOA_04.16.2025.pdf,
TEXAS,Lubbock County Sheriff's Office,County,Lubbock County ,Jail Enforcement Model,2020-06-08,link,,https://www.ice.gov/doclib/287gMOA/287g_JEM_LubbockCoTX_06-08-2020.pdf,
TEXAS,Lynn County Sheriff's Office,County,Lynn County,Warrant Service Officer,2025-07-02,link,,https://www.ice.gov/doclib/287gMOA/LynnCoSheriffsOfficeTX_WSO_MOA_07022025.pdf,
TEXAS,Madison County Sheriff's Office,County,Madison County,Warrant Service Officer,2025-06-12,link,,https://www.ice.gov/doclib/287gMOA/MadisonCoSheriffsOfficeTX_WSO_MOA_06122025.pdf,
TEXAS,Marion County Sheriff's Office,County,Marion County ,Task Force Model,2025-12-11,link,,https://www.ice.gov/doclib/287gMOA/MarionCoSOTX_TFM_MOA_12112025.pdf,
TEXAS,Marlin Police Department ,Municipality ,Fall County,Task Force Model,2025-12-10,link,,https://www.ice.gov/doclib/287gMOA/MarlinPDTX_TFM_MOA_12102025.pdf,
TEXAS,Matagorda County Sheriff's Office,County,Matagorda County ,Jail Enforcement Model,2020-03-13,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_MatagordaCoTX_03-13-2020.pdf,
TEXAS,McLennan County Sheriff's Office,County ,McLennan County,Task Force Model,2025-12-12,link,,https://www.ice.gov/doclib/287gMOA/McLennanCoSOTX_TFM_MOA_12122025.pdf,
TEXAS,McMullen County Sheriff's Office,County,McMullen County ,Task Force Model,2026-01-30,link,,https://www.ice.gov/doclib/287gMOA/McMullenCoSOTX_TFM_MOA_013026.pdf,
TEXAS,McMullen County Sheriff's Office,County,McMullen County ,Warrant Service Officer,2025-02-27,link,,https://www.ice.gov/doclib/287gMOA/McMullenCoTX_WSO_MOA_02.26.25.pdf,
TEXAS,Medina County Sheriff's Office,County,Medina County,Task Force Model,2025-03-26,link,,https://www.ice.gov/doclib/287gMOA/MedinaCoSheriffsOfficeTX_TFM_MOA_03.20.2025.pdf,
TEXAS,Menard County Sheriff's Office ,County,Menard County,Warrant Service Officer,2026-02-10,link pending,,,
TEXAS,Midland County Sheriff's Office ,County ,Midland County,Warrant Service Officer,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/MidlandCoSheriffsOfficeTX_WSO_MOA_10172025.pdf,
TEXAS,Milam County Sheriff's Office,County,Milam County,Task Force Model,2025-09-09,link,,https://www.ice.gov/doclib/287gMOA/MilamCoSheriffsOfficeTX_TFM_MOA_0992025.pdf,
TEXAS,Milam County Sheriff's Office,County,Milam County,Warrant Service Officer,2025-06-11,link,,https://www.ice.gov/doclib/287gMOA/MilamCoSheriffsOfficeTX_WSO_MOA_06112025.pdf,
TEXAS,Mills County Sheriff's Office,County ,Mills County,Warrant Service Officer,2025-11-04,link,,https://www.ice.gov/doclib/287gMOA/MillsCoSheriffsOfficeTX_WSO_MOA_11042025.pdf,
TEXAS,Montgomery County Sheriff’s Office,County,Montgomery County,Jail Enforcement Model,2020-06-09,link,link,https://www.ice.gov/doclib/287gMOA/287gJEM_montgomeryCoTX_06-09-2020.pdf,https://www.ice.gov/doclib/287gMOA/287gJEM_%20montgomeryCoTX_06-09-2020_addendum.pdf
TEXAS,Moore County Sheriff's Office ,County ,Moore County,Warrant Service Officer,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/MooreCoSheriffsOfficeTX_WSO_MOA_08282025.pdf,
TEXAS,Morris County Sheriff's Office,County,Morris County,Task Force Model,2025-12-02,link,,https://www.ice.gov/doclib/287gMOA/MorrisCoSheriffsOfficeTX_TFM_MOA_12022025.pdf,
TEXAS,Morris County Sheriff's Office ,County ,Morris County ,Jail Enforcement Model ,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/MorrisCountySOTX_JEM_MOA.pdf,
TEXAS,Motley County Sheriff's Office ,County ,Motley County,Task Force Model,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/MotleyCoSheriffsOfficeTX_TFM_MOA_08282025.pdf,
TEXAS,Moulton Police Department ,Municipality,Lavaca County ,Task Force Model,2025-11-10,link,,https://www.ice.gov/doclib/287gMOA/MoultonPoliceDeptTX_TFM_MOA_11102025.pdf,
TEXAS,Nacogdoches County Sheriff's Office ,County ,Nacogdoches County,Warrant Service Officer,2025-08-04,link,,https://www.ice.gov/doclib/287gMOA/NacogdochesCoSheriffsOfficeTX_WSO_MOA_08042025.pdf,
TEXAS,New Berlin Marshal's Office ,Municipality,Guadalupe Conty,Task Force Model,2025-11-20,link,,https://www.ice.gov/doclib/287gMOA/NewBerlinMarshalsOfficeTX_TFM_MOA_11202025.pdf,
TEXAS,Newton County Sheriff's Office,County,Newton County ,Warrant Service Officer,2025-06-12,link,,https://www.ice.gov/doclib/287gMOA/NewtonCoSheriffsOfficeTX_WSO_MOA_06122025.pdf,
TEXAS,Nixon Police Department,Municipality,,Task Force Model,2025-02-28,link,,https://www.ice.gov/doclib/287gMOA/NixonPoliceDept_TFM_MOA_02.28.25.pdf,
TEXAS,Nolan County Sheriff's Office ,County ,Nolan County,Warrant Service Officer,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/NolanCoSheriffsOfficeTX_WSO_MOA_10172025.pdf,
TEXAS,Nueces County Constable Precinct 4,County,Nueces County,Task Force Model,2026-01-26,link,,https://www.ice.gov/doclib/287gMOA/NuecesCoConstablePrecinct4_TX_TFM_MOA_01262026.pdf,
TEXAS,Nueces County Sheriff's Office,County,Nueces County ,Jail Enforcement Model,2020-06-09,link,link,https://www.ice.gov/doclib/287gMOA/287gJEM_NuecesCoTx2020-06-09.pdf,https://www.ice.gov/doclib/287gMOA/287gJEM_NuecesCoTx_addendum.pdf
TEXAS,Ochiltree County Sheriff's Office,County ,Ochiltree County,Warrant Service Officer,2025-07-24,link,,https://www.ice.gov/doclib/287gMOA/OchiltreeCoSheriffsOfficeTX_WSO_MOA_07242025.pdf,
TEXAS,Oldham County Sheriff's Office,County ,Oldham County,Warrant Service Officer,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/OldhamCoSheriffsOfficeTX_WSO_MOA_08282025.pdf,
TEXAS,Orange County Sheriff's Office,County,Orange County,Warrant Service Officer,2025-05-06,link,,https://www.ice.gov/doclib/287gMOA/OrangeCoSheriffsOfficeTX_WSO_MOA_05.06.2025.pdf,
TEXAS,Orange Grove Police Department,Municipality ,Jim Wells County,Task Force Model,2026-02-10,link pending,,,
TEXAS,Palo Pinto County Sheriff's Office,County ,Palo Pinto County,Warrant Service Officer,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/PaloPintoCoSheriffsOfficeTX_WSO_MOA_08282025.pdf,
TEXAS,Panola County Sheriff's Office,County,Panola County,Task Force Model,2025-04-02,link,,https://www.ice.gov/doclib/287gMOA/PanolaCountyTX_TFM_MOA_030525.pdf,
TEXAS,Panola County Sheriff's Office,County,Panola County,Warrant Service Officer,2025-03-26,link,,https://www.ice.gov/doclib/287gMOA/PanolaCoSheriffsOfficeTX_WSO_MOA_03262025.pdf,
TEXAS,Paris Police Department ,Municipality,Lamar County ,Task Force Model,2025-11-06,link,,https://www.ice.gov/doclib/287gMOA/ParisPoliceDeptTX_TFM_MOA_11062025.pdf,
TEXAS,Parker County Sheriff's Office,County,Parker County ,Warrant Service Officer,2025-02-27,link,,https://www.ice.gov/doclib/287gMOA/ParkerCoTX_WSO_MOA_02.26.25.pdf,
TEXAS,Parmer County Sheriff's Office ,County,Parmer County,Warrant Service Officer,2025-12-02,link,,https://www.ice.gov/doclib/287gMOA/ParmerCoSheriffsOfficeTX_WSO_MOA_12022025.pdf,
TEXAS,Pecos County Sheriff's Office,County ,Pecos County,Warrant Service Officer,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/PecosCoSheriffsOfficeTX_WSO_MOA_08282025.pdf,
TEXAS,Point Comfort Police Department ,Municipality,Calhoun County,Task Force Model,2025-11-19,link,,https://www.ice.gov/doclib/287gMOA/PointComfortPoliceDeptTX_TFM_MOA_11192025.pdf,
TEXAS,Polk County Sheriff's Office,County,Polk County,Warrant Service Officer,2025-05-06,link,,https://www.ice.gov/doclib/287gMOA/PolkCoSheriffsOfficeTX_WSO_MOA_05.06.2025.pdf,
TEXAS,Potter County Sheriff's Office,County,Potter County ,Jail Enforcement Model,2020-03-02,link,,https://www.ice.gov/doclib/287gMOA/2878gJEM_PotterCoTX_03-02-2020.pdf,
TEXAS,Rains County Sheriff's Office,County,Rains County,Warrant Service Officer,2025-06-11,link,,https://www.ice.gov/doclib/287gMOA/RainsCoSheriffsOfficeTX_WSO_MOA_06112025.pdf,
TEXAS,Randall County Sheriff's Office,County,Randall County ,Jail Enforcement Model,2025-02-28,link,,https://www.ice.gov/doclib/287gMOA/RandallCoSheriffsOfficeTX_JEM_MOA_02282025.pdf,
TEXAS,Randall County Sheriff's Office,County,Randall County ,Warrant Service Officer,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/RandallCoSheriffsOfficeTX_WSO_MOA_08282025.pdf,
TEXAS,Reagan County Sheriff's Office ,County ,Reagan County ,Warrant Service Officer,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/ReaganCoSheriffsOfficeTX_WSO_MOA_08282025.pdf,
TEXAS,Real County Sheriff's Office,County,Real County,Warrant Service Officer,2026-01-30,link,,https://www.ice.gov/doclib/287gMOA/RealCoSOTX_WSO_MOA_013026.pdf,
TEXAS,Refugio County Sheriff’s Office,County,Refugio County,Jail Enforcement Model,2020-06-09,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_RefugioCoTX_06-09-2020.pdf,
TEXAS,Refugio County Sheriff’s Office,County,Refugio County,Task Force Model,2025-12-10,link,,https://www.ice.gov/doclib/287gMOA/RefugioCoSOTX_TFM_MOA_12102025.pdf,
TEXAS,Refugio County Sheriff’s Office,County,Refugio County,Warrant Service Officer,2025-03-07,link,,http://www.ice.gov/doclib/287gMOA/RefugioCoTX_WSO_MOA_030725.pdf,
TEXAS,Refugio Police Department,Municipality,Refugio County,Task Force Model,2026-01-08,link,,https://www.ice.gov/doclib/287gMOA/RefugioPoliceDeptTX_TFM_MOA_01082026.pdf,
TEXAS,Rockwall County Sheriff's Office,County,Rockwall County ,Jail Enforcement Model,2020-06-09,link,,https://www.ice.gov/doclib/287gMOA/287gJEMRockwallCoTX_06-09-2020.pdf,
TEXAS,Rockwall County Sheriff's Office,County,Rockwall County ,Task Force Model,2025-07-07,link,,https://www.ice.gov/doclib/287gMOA/RockwallCoSheriffsOfficeTX_TFM_MOA_07072025.pdf,
TEXAS,Rockwall County Sheriff's Office,County,Rockwall County ,Warrant Service Officer,2025-07-08,link,,https://www.ice.gov/doclib/287gMOA/RockwallCoSheriffsOfficeTX_WSO_MOA_07082025.pdf,
TEXAS,Rusk County Sheriff's Office ,County,Rusk County  ,Task Force Model,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/RuskCoSheriffsOfficeTX_TFM_MOA_08282025.pdf,
TEXAS,Rusk County Sheriff's Office ,County,Rusk County  ,Warrant Service Officer,2025-03-05,link,,http://www.ice.gov/doclib/287gMOA/RuskCoSOTX_WSO_MOA_030425.pdf,
TEXAS,Saint Hedwig Marshal's Office,Municipality ,Bexar County,Task Force Model,2026-02-10,link pending,,,
TEXAS,San Augustine County Sheriff's Office,County,San Augustine County,Task Force Model,2026-01-26,link,,https://www.ice.gov/doclib/287gMOA/SanAugustineCoSheriffsOfficeTX_TFM_MOA_01262026.pdf,
TEXAS,San Jacinto County Sheriff's Office,County ,San Jacinto County,Task Force Model,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/SanJacintoCoSheriffsOfficeTX_TFM_MOA_08282025.pdf,
TEXAS,San Jacinto County Sheriff's Office,County ,San Jacinto County,Warrant Service Officer,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/SanJacintoCoSheriffsOfficeTX_WSO_MOA_10172025.pdf,
TEXAS,San Patricio County Sheriff’s Office,County,San Patricio County,Jail Enforcement Model,2020-09-03,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_SanPatricioCoTX_09-03-2020.pdf,
TEXAS,Schleicher County Sheriff's Office,County,Schleicher County,Warrant Service Officer,2025-04-02,link,,https://www.ice.gov/doclib/287gMOA/SchleicherCoTX_WSO_MOA_03.26.2025.pdf,
TEXAS,Scurry County Sheriff's Office,County,Scurry County,Warrant Service Officer,2025-06-25,link,,https://www.ice.gov/doclib/287gMOA/ScurryCoSheriffsOfficeTX_WSO_MOA_06252025.pdf,
TEXAS,Shackelford County Sheriff's Office,County ,Shackelford County,Warrant Service Officer,2025-07-24,link,,https://www.ice.gov/doclib/287gMOA/ShackelfordCoSheriffsOfficeTX_WSO_MOA_07242025.pdf,
TEXAS,Shelby County Sheriff's Office ,County ,Shelby County,Warrant Service Officer,2025-09-22,link,,https://www.ice.gov/doclib/287gMOA/ShelbyCoSheriffsOfficeTX_WSO_MOA_09222025.pdf,
TEXAS,Sherman County Sheriff's Office,County ,Sherman County,Warrant Service Officer,2025-12-12,link,,https://www.ice.gov/doclib/287gMOA/ShermanCoSOTX_WSO_MOA_LEA_12122025.pdf,
TEXAS,Shiner Police Department ,Municipality,Lavaca County ,Task Force Model,2025-11-06,link,,https://www.ice.gov/doclib/287gMOA/ShinerPoliceDeptTX_TFM_MOA_11062025.pdf,
TEXAS,Smiley City Marshal's Office,Municipality,Gonzales County ,Task Force Model,2025-11-04,link,,https://www.ice.gov/doclib/287gMOA/SmileyCityMarshalsOfficeTX_TFM_MOA_11042025.pdf,
TEXAS,Smith County Constable Precinct 4,County ,Smith County,Task Force Model,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/SmithCoConstableP4TX_TFM_MOA_10172025.pdf,
TEXAS,Smith County Sheriff’s Office,County,Smith County,Jail Enforcement Model,2020-06-09,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_SmithCoTX_06-09-2020.pdf,
TEXAS,Smith County Sheriff’s Office,County,Smith County,Task Force Model,2025-02-18,link,,https://www.ice.gov/doclib/287gMOA/SmithCoSheriffsOfficeTX_TFM_MOA_02.18.25.pdf,
TEXAS,Somervell County Sheriff's Office ,County ,Somervell County,Warrant Service Officer,2025-09-22,link,,https://www.ice.gov/doclib/287gMOA/SomervellCoSheriffsOfficeTX_WSO_MOA_09222025.pdf,
TEXAS,Splendora Police Department,Municipality,,Task Force Model,2025-06-13,link,,https://www.ice.gov/doclib/287gMOA/SplendoraCoPoliceDeptTX_TFM_MOA_06132025.pdf,
TEXAS,Stamford Police Department,County,Jones County,Task Force Model,2026-01-26,link,,https://www.ice.gov/doclib/287gMOA/StanfordPoliceDeptTX_TFM_MOA_01262026.pdf,
TEXAS,Stephens County Sheriff's Office ,County ,Stephens County,Warrant Service Officer,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/StephensCoSheriffsOfficeTX_WSO_MOA_10172025.pdf,
TEXAS,Sterling County Sheriff's Office,County ,Sterling County,Task Force Model,2025-07-23,link,,https://www.ice.gov/doclib/287gMOA/SterlingCoSheriffsOfficeTX_TFM_MOA_07232025.pdf,
TEXAS,Stockdale Marshal's Office ,Municipality ,Wilson County,Task Force Model,2025-12-11,link,,https://www.ice.gov/doclib/287gMOA/StockdaleMOTX_TFM_MOA_12112025.pdf,
TEXAS,Sutton County Sheriff's Office,County,Sutton County ,Task Force Model,2025-03-10,link,,https://www.ice.gov/doclib/287gMOA/SuttonCountyTX_TFM_MOA_031025.pdf,
TEXAS,Sutton County Sheriff's Office,County,Sutton County ,Warrant Service Officer,2025-03-10,link,,http://www.ice.gov/doclib/287gMOA/SuttonCoTX_WSO_MOA_031025.pdf,
TEXAS,Swisher County Sheriff's Office,County ,Swisher County,Warrant Service Officer,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/SwisherCoSheriffsOfficeTX_WSO_MOA_08282025.pdf,
TEXAS,Tarrant County Sheriff’s Office,County,Tarrant County,Jail Enforcement Model,2020-06-16,link,,https://www.ice.gov/doclib/287gMOA/287g_JEM_TarrantCoTX_06-16-2020.pdf,
TEXAS,Taylor County Sheriff's Office,County,Taylor County ,Warrant Service Officer,2025-12-02,link,,https://www.ice.gov/doclib/287gMOA/TaylorCoSheriffsOfficeTX_WSO_MOA_12022025.pdf,
TEXAS,Tenaha Police Department ,Municipality,Shelby County,Task Force Model,2025-01-07,link,,https://www.ice.gov/doclib/287gMOA/TenahaPoliceDeptTX_TFM_MOA_01072026.pdf,
TEXAS,Terrell County Sheriff's Office,County,Terrell County ,Jail Enforcement Model,2020-06-09,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_TerrellCoTX_06-09-2020.pdf,
TEXAS,Terrell County Sheriff's Office,County,Terrell County,Task Force Model,2025-07-02,link,,https://www.ice.gov/doclib/287gMOA/TerrellCoSheriffsOfficeTX_TFM_MOA_07022025.pdf,
TEXAS,Terrell County Sheriff's Office,County,Terrell County,Warrant Service Officer,2025-04-16,link,,https://www.ice.gov/doclib/287gMOA/TerrellCoTX_WSO_MOA_04.16.2025.pdf,
TEXAS,Terry County Sheriff's Office,County,Terry County,Warrant Service Officer,2025-07-07,link,,https://www.ice.gov/doclib/287gMOA/TerryCoSheriffsOfficeTX_WSO_MOA_07072025.pdf,
TEXAS,Texas Department of Public Safety - Texas Highway Patrol,State Agency,,Task Force Model,2025-11-03,link,,https://www.ice.gov/doclib/287gMOA/DPS_HwyPatrolTX_TFM_MOA_11032025.pdf,
TEXAS,Texas Department of Public Safety- Criminal Investigations Division ,State Agency,,Task Force Model,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/DPS_CID_TX_TFM_MOA_10172025.pdf,
TEXAS,Texas National Guard,State Agency,,Task Force Model,2025-04-10,link,,https://www.ice.gov/doclib/287gMOA/TexasNationalGuard_TFM_MOA_04.10.2025.pdf,
TEXAS,Texas Office of the Attorney General,State Agency,,Task Force Model,2025-01-30,link,,https://www.ice.gov/doclib/287gMOA/TexasOfficeAttorneyGeneral_TFM_MOA_01.30.25.pdf,
TEXAS,Titus County Sheriff's Office,County,Titus County ,Task Force Model,2025-03-10,link,,https://www.ice.gov/doclib/287gMOA/TitusCountyTX_TFM_MOA_031025.pdf,
TEXAS,Titus County Sheriff's Office,County,Titus County ,Warrant Service Officer,2025-03-10,link,,http://www.ice.gov/doclib/287gMOA/TitusCountyTX_WSO_MOA_030425.pdf,
TEXAS,Tom Green County Sheriff's Office ,County,Tom Green County,Warrant Service Officer,2026-02-10,link pending,,,
TEXAS,Trinity County Sheriff's Office ,County ,Trinity County ,Warrant Service Officer,2025-08-07,link,,https://www.ice.gov/doclib/287gMOA/TrinityCoSheriffsOfficeTX_WSO_MOA_08072025.pdf,
TEXAS,Tyler County Sheriff's Office ,County ,Tyler County,Warrant Service Officer,2025-11-19,link,,https://www.ice.gov/doclib/287gMOA/TylerCoSheriffsOfficeTX_WSO_MOA_11192025.pdf,
TEXAS,Upshur County Constable Precinct 1,County,Upshur County,Task Force Model,2026-02-10,link pending,,,
TEXAS,Upshur County Sheriff's Office ,County,Upshur County,Task Force Model,2025-12-08,link,,https://www.ice.gov/doclib/287gMOA/UpshurCoSheriffsOfficeTX_TFM_MOA_12082025.pdf,
TEXAS,Upton County Sheriff's Office,County ,Upton County ,Warrant Service Officer,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/UptonCoSheriffsOfficeTX_WSO_MOA_08282025.pdf,
TEXAS,Uvalde County Sheriff's Office ,County,Uvalde County ,Jail Enforcement Model ,2025-11-14,link,,https://www.ice.gov/doclib/287gMOA/UvaldeCoSheriffsOfficeTX_JEM_MOA_11142025.pdf,
TEXAS,Val Verde County Sheriff's Office ,County,Val Verde County,Warrant Service Officer,2026-01-26,link,,https://www.ice.gov/doclib/287gMOA/ValVerdeCoSheriffsOfficeTX_WSO_MOA_01262026.pdf,
TEXAS,Victoria County Sheriff’s Office,County,Victoria County,Jail Enforcement Model,2020-06-08,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_VictoriaCoTX_06-08-2020.pdf,
