STATE,LAW ENFORCEMENT AGENCY,TYPE,COUNTY,SUPPORT TYPE,SIGNED,MOA,ADDENDUM,MOA_URL,ADDENDUM_URL
FLORIDA,Putnam County Sheriff's Office,County,Putnam County ,Warrant Service Officer,2019-10-15,link,link,https://www.ice.gov/doclib/287gMOA/287gWSO_PutnamCoFl2019-10-15.pdf,https://www.ice.gov/doclib/287gMOA/PutnamCoSheriffsOfficeFL_WSO_MOA_06252025.pdf
FLORIDA,Quincy Police Department,Municipality,,Task Force Model,2025-07-07,link,,https://www.ice.gov/doclib/287gMOA/QuincyPDFL_7.7.2025.pdf,
FLORIDA,Riviera Beach Police Department,Municipality,,Task Force Model,2025-04-29,link,,https://www.ice.gov/doclib/287gMOA/RivieraBeachPDFL_TFM_MOA_042925.pdf,
FLORIDA,Rockledge Police Department,Municipality,Brevard County,Task Force Model,2025-06-05,link,,https://www.ice.gov/doclib/287gMOA/RockledgePoliceDeptFL_TFM_MOA_06052025.pdf,
FLORIDA,Sanford Airport Police Department,Municipality,,Task Force Model,2025-05-13,link,,https://www.ice.gov/doclib/287gMOA/SanfordAirportPoliceDeptFL_TFM_MOA_05132025.pdf,
FLORIDA,Sanford Police Department,Municipality,Seminole County ,Task Force Model,2025-06-05,link,,https://www.ice.gov/doclib/287gMOA/SanfordPoliceDeptFL_TFM_MOA_06052025.pdf,
FLORIDA,Sanibel Police Department,Municipality,,Task Force Model,2025-04-02,link,,https://www.ice.gov/doclib/287gMOA/SanibelPDFL_TFM_MOA_032625.pdf,
FLORIDA,Santa Fe College Police Department,Municipality,Alachua County,Task Force Model,2025-07-24,link,,https://www.ice.gov/doclib/287gMOA/SantaFeCollegePoliceDeptFL_TFM_MOA_07242025.pdf,
FLORIDA,Santa Rosa County Sheriff's Office,County,Santa Rosa County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/SantaRosaCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Santa Rosa County Sheriff's Office,County,Santa Rosa County ,Warrant Service Officer,2019-10-15,link,link,https://www.ice.gov/doclib/287gMOA/287gWSO_SantaRosaCoFl2019-10-15.pdf,https://www.ice.gov/doclib/287gMOA/SantaRosaCoSheriffsOfficeFL_WSO_MOA_06252025.pdf
FLORIDA,Sarasota County Sheriff's Office,County,Sarasota County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/SarasotaSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Sarasota County Sheriff's Office,County,Sarasota County ,Warrant Service Officer,2019-05-06,link,link,https://www.ice.gov/doclib/287gMOA/287gWSO_SarasotaCoFl2019-05-06.pdf,https://www.ice.gov/doclib/287gMOA/SarasotaCoSheriffsOfficeFL_WSO_MOA_06252025.pdf
FLORIDA,Sarasota Manatee Airport Authority Police Department,Municipality,,Task Force Model,2025-06-11,link,,https://www.ice.gov/doclib/287gMOA/SarasotaManateeAirportAuthorityFL_TFM_MOA_06112025.pdf,
FLORIDA,Sarasota Police Department,Municipality,,Task Force Model,2025-05-16,link,,https://www.ice.gov/doclib/287gMOA/SarasotaPDFL_5.16.25.pdf,
FLORIDA,Satellite Beach Police Department,Municipality,Brevard County,Task Force Model,2025-06-05,link,,https://www.ice.gov/doclib/287gMOA/SatelliteBeachPoliceDeptFL_TFM_MOA_06052025.pdf,
FLORIDA,Sebastian Police Department,Municipality,Indian River County ,Task Force Model,2025-04-15,link,,https://www.ice.gov/doclib/287gMOA/SatelliteBeachPoliceDeptFL_TFM_MOA_06052025.pdf,
FLORIDA,Sebring Police Department,Municipality,,Task Force Model,2025-07-07,link,,https://www.ice.gov/doclib/287gMOA/SebringPDFL_TFM_MOA_070725.pdf,
FLORIDA,Seminole County Sheriff's Office,County,Seminole County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/SeminoleCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Seminole County Sheriff's Office,County,Seminole County ,Warrant Service Officer,2019-09-04,link,link,https://www.ice.gov/doclib/287gMOA/287gWSO_SeminoleCoFl2019-09-04.pdf,https://www.ice.gov/doclib/287gMOA/SeminoleCoSheriffsOfficeFL_WSO_MOA_06252025.pdf
FLORIDA,Sewall's Point Police Department,Municipality,Martin County,Task Force Model,2025-04-15,link,,https://www.ice.gov/doclib/287gMOA/SewallsPointPoliceDeptFL_TFM_MOA_04152025.pdf,
FLORIDA,Shalimar Police Department,Municipality,,Task Force Model,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/ShalimarPoliceDeptFL_TFM_MOA_08282025.pdf,
FLORIDA,South Daytona Police Department,Municipality,Volusia County,Task Force Model,2025-04-24,link,,https://www.ice.gov/doclib/287gMOA/SouthDaytonaPoliceDeptFL_TFM_MOA_04242025.pdf,
FLORIDA,Springfield Police Department,Municipality,,Task Force Model,2025-02-28,link,,https://www.ice.gov/doclib/287gMOA/SpringfieldPoliceDeptFL_TFM_MOA_02.27.2025.pdf,
FLORIDA,St. Augustine Beach Police Department,Municipality,,Task Force Model,2025-03-03,link,,https://www.ice.gov/doclib/287gMOA/StAugustineBeachPoliceFL_03.03.25.pdf,
FLORIDA,St. Augustine Police Department,Municipality,,Task Force Model,2025-02-28,link,,https://www.ice.gov/doclib/287gMOA/StAugustinePoliceDept_TFM_MOA_02.28.25.pdf,
FLORIDA,St. Cloud Police Department,Municipality,,Task Force Model,2025-04-14,link,,https://www.ice.gov/doclib/287gMOA/StCloudPoliceDeptFL_TFM_MOA_04142025.pdf,
FLORIDA,St. Johns County Sheriff's Office,County,St. Johns County ,Jail Enforcement Model,2025-07-18,link,,https://www.ice.gov/doclib/287gMOA/StJohnsCountySOFL_JEM%20MOA_07182025.pdf,
FLORIDA,St. Johns County Sheriff's Office,County,St. Johns County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/about/offices/ero/287g/StJohnsTaskForce-287g-MOA-07302025.pdf,
FLORIDA,St. Johns County Sheriff's Office,County,St. Johns County ,Warrant Service Officer,2019-10-15,link,link,https://www.ice.gov/doclib/287gMOA/287gWSO_StJohnsCoFl2019-10-15.pdf,https://www.ice.gov/doclib/287gMOA/StJohnsCoSheriffsOfficeFL_WSO_MOA_06252025.pdf
FLORIDA,St. Lucie County Sheriff's Office,County,St. Lucie County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/StLucie_TFM_MOA.pdf,
FLORIDA,St. Lucie County Sheriff's Office,County,St. Lucie County ,Warrant Service Officer,2025-02-19,link,link,https://www.ice.gov/doclib/287gMOA/stLucieCo_WSO_MOA_02.19.2025.pdf,https://www.ice.gov/doclib/287gMOA/StLucieCoSheriffsOfficeFL_WSO_MOA_06252025.pdf
FLORIDA,St. Petersburg Police Department,Municipality,,Task Force Model,2025-02-28,link,,https://www.ice.gov/doclib/287gMOA/StPetersburghPoliceDeptFL_TFM_MOA_02282025.pdf,
FLORIDA,Stuart Police Department,Municipality,,Task Force Model,2025-04-14,link,,https://www.ice.gov/doclib/287gMOA/STUARTPDFL_4.14.25.pdf,
FLORIDA,Sumter County Sheriff's Office,County,Sumter County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/sumterCoSheriffsOffice_TFM_MOA_02.26.2025.pdf,
FLORIDA,Sumter County Sheriff's Office,County,Sumter County ,Warrant Service Officer,2019-10-15,link,link,https://www.ice.gov/doclib/287gMOA/287gWSO_SumterCoFl2019-10-15.pdf,https://www.ice.gov/doclib/287gMOA/SumterCoSheriffsOfficeFL_WSO_MOA_06252025.pdf
FLORIDA,Sunny Isles Police Department,Municipality,,Task Force Model,2025-03-10,link,,https://www.ice.gov/doclib/287gMOA/CItySunnyIslesPoliceDeptFL_TFM_MOA_03.05.2025.pdf,
FLORIDA,Suwannee County Sheriff's Office,County,Suwannee County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/about/offices/ero/287g/SuwanneeTaskForce-FL-287g-MOA-TFM-07302025.pdf,
FLORIDA,Suwannee County Sheriff's Office,County,Suwannee County ,Warrant Service Officer,2019-10-15,link,link,https://www.ice.gov/doclib/287gMOA/287gWSO_SuwanneeCoFl2019-10-15.pdf,https://www.ice.gov/doclib/287gMOA/SuwaneeCoSheriffsOfficeFL_WSO_MOA_06252025.pdf
FLORIDA,Sweetwater Police Department,Municipality,,Task Force Model,2025-03-26,link,,https://www.ice.gov/doclib/287gMOA/SweetwaterPoliceDeptFL_TFM_MOA_03.20.2025.pdf,
FLORIDA,Tallahassee Police Department,Municipality,,Task Force Model,2025-03-10,link,,https://www.ice.gov/doclib/287gMOA/TallahaseePoliceDeptFL_TFM_MOA_03.10.2025.pdf,
FLORIDA,Tallahassee State College Police Department,Municipality,,Task Force Model,2025-04-15,link,,https://www.ice.gov/doclib/287gMOA/TallahasseeStateCollegePDFL_TFM_MOA_041525.pdf,
FLORIDA,Tampa Police Department,Municipality,,Task Force Model,2025-02-28,link,,https://www.ice.gov/doclib/287gMOA/TampaPoliceDeptFL_TFM_MOA_02282025.pdf,
FLORIDA,Tarpon Springs Police Department,Municipality,,Task Force Model,2025-02-28,link,,https://www.ice.gov/doclib/287gMOA/TarponSpringsPoliceDeptFL_TFM_MOA_02282025.pdf,
FLORIDA,Tavares Police Department,Municipality,,Task Force Model,2025-03-17,link,,https://www.ice.gov/doclib/287gMOA/TavaresPoliceDeptFL_TFM_MOA_03.06.2025.pdf,
FLORIDA,Taylor County Sheriff's Office,County ,Taylor County,Jail Enforcement Model ,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/TaylorCoSheriffsOfficeFL_JEM_MOA_10172025.pdf,
FLORIDA,Taylor County Sheriff's Office,County,Taylor County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/about/offices/ero/287g/TaylorTaskForce287g-MOA-07302025.pdf,
FLORIDA,Taylor County Sheriff's Office,County,Taylor County ,Warrant Service Officer,2019-10-15,link,link,https://www.ice.gov/doclib/287gMOA/287gWSO_TaylorCoFl2019-10-15.pdf,https://www.ice.gov/doclib/287gMOA/TaylorCoSheriffsOfficeFL_WSO_MOA_06252025.pdf
FLORIDA,Tequesta Police Department,Municipality,,Task Force Model,2025-03-07,link,,https://www.ice.gov/doclib/287gMOA/TequestaPoliceDeptFL_TFM_MOA_03.07.2025.pdf,
FLORIDA,Titusville Police Department,Municipality,,Task Force Model,2025-06-24,link,,https://www.ice.gov/doclib/287gMOA/TitusvillePDFL_6.24.25.pdf,
FLORIDA,Treasure Island Police Department,Municipality,,Task Force Model,2025-03-07,link,,https://www.ice.gov/doclib/287gMOA/treasureIslandPoliceDeptFL_TFM_MOA_03.07.25.pdf,
FLORIDA,Union County Sheriff's Office,County,Union County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/about/offices/ero/287g/UnionTaskForce287g-MOA-07302025.pdf,
FLORIDA,Union County Sheriff's Office,County,Union County ,Warrant Service Officer,2025-02-26,link,link,https://www.ice.gov/doclib/287gMOA/UnionCoSheriffsOffice_WSO_MOA_02.20.25.pdf,https://www.ice.gov/doclib/287gMOA/UnionCoSheriffsOfficeFL_WSO_MOA_06252025.pdf
FLORIDA,University of Central Florida Police Department,Municipality,Orange County,Task Force Model,2025-07-24,link,,https://www.ice.gov/doclib/about/offices/ero/287g/University-of-CentralFloridaPoliceDepartment-FL-TFM-07302025.pdf,
FLORIDA,University of Florida Police Department,Municipality,,Task Force Model,2025-04-15,link,,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https:/www.ice.gov/doclib/287gMOA/UnivFLPDFL_TFM_MOA_041525.pdf,
FLORIDA,University of North Florida Police Department,Municipality,,Task Force Model,2025-07-07,link,,https://www.ice.gov/doclib/about/offices/ero/287g/University-of-NorthFloridaPD-TFM-MOA-07302025.pdf,
FLORIDA,University of South Florida Police Department,Municipality ,Hillsborough County,Task Force Model,2026-02-10,link pending,,,
FLORIDA,University of West Florida Police Department,Municipality,,Task Force Model,2025-04-15,link,,https://www.ice.gov/doclib/287gMOA/UNIVERSITYOFWEST%20FLORIDAPDFL_4.15.25.pdf,
FLORIDA,Venice Police Department,Municipality,,Task Force Model,2025-03-17,link,,https://www.ice.gov/doclib/287gMOA/venicePoliceDeptFL_TFM_MOA_03.06.25.pdf,
FLORIDA,Vero Beach Police Department,Municipality,,Task Force Model,2025-03-26,link,,https://www.ice.gov/doclib/287gMOA/veroBeachPoliceDeptFL_TFM_MOA_03.20.25.pdf,
FLORIDA,Volusia County Division of Corrections,County,Volusia County,Warrant Service Officer,2025-02-26,link,link,https://www.ice.gov/doclib/287gMOA/VolusiaCoSheriffsOffice_WSO_MOA_02.20.25.pdf,https://www.ice.gov/doclib/287gMOA/VolusiaCoSheriffsOffice_WSO_MOA_06252025.pdf
FLORIDA,Volusia County Sheriff's Office,County,Volusia County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/VolusiaCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Wakulla County Sheriff's Office,County,Wakulla County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/WakullaCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Wakulla County Sheriff's Office,County,Wakulla County ,Warrant Service Officer,2019-10-15,link,link,https://www.ice.gov/doclib/287gMOA/287gWSO_WakullaCoFl2019-10-15.pdf,https://www.ice.gov/doclib/287gMOA/287gWSO_WakullaCoFl2025-06-25.pdf
FLORIDA,Walton County Sheriff's Office,County,Walton County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/waltonCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Walton County Sheriff's Office,County,Walton County ,Warrant Service Officer,2019-05-06,link,link,https://www.ice.gov/doclib/287gMOA/287gWSO_WaltonCoFl2019-05-06.pdf,https://www.ice.gov/doclib/287gMOA/287gWSO_WaltonCoFl2025-06-25.pdf
FLORIDA,Washington County Sheriff's Office,County,Washington County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/WashingtonCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Washington County Sheriff's Office,County,Washington County ,Warrant Service Officer,2025-02-26,link,link,https://www.ice.gov/doclib/287gMOA/WashingtonCoSheriffsOffice_WSO_MOA_02.18.25.pdf,https://www.ice.gov/doclib/287gMOA/WashingtonCoSheriffsOffice_WSO_MOA_06.25.25.pdf
FLORIDA,Welaka Police Department ,Municipality,Putnam County ,Task Force Model,2025-11-19,link,,https://www.ice.gov/doclib/287gMOA/WelakaPoliceDeptFL_TFM_MOA_11192025.pdf,
FLORIDA,West Melbourne Police Department,Municipality,Brevard County ,Task Force Model,2025-04-24,link,,https://www.ice.gov/doclib/287gMOA/WestMelbournePoliceDeptFL_TFM_MOA_04242025.pdf,
FLORIDA,West Miami Police Department,Municipality,,Task Force Model,2025-03-26,link,,https://www.ice.gov/doclib/287gMOA/westMiamiPoliceDeptFL_TFM_MOA_03.20.25.pdf,
FLORIDA,West Palm Beach Police Department,Municipality,,Task Force Model,2025-07-07,link,,https://www.ice.gov/doclib/about/offices/ero/287g/WestPalmBeachPD-FL-TFM-07302025.pdf,
FLORIDA,Windermere Police Department,Municipality,,Task Force Model,2025-06-05,link,,https://www.ice.gov/doclib/287gMOA/WindermerePoliceDeptFL_TFM_MOA_06052025.pdf,
FLORIDA,Winter Garden Police Department,Municipality,,Task Force Model,2025-04-02,link,,https://www.ice.gov/doclib/287gMOA/WinterGardenPDFL_TFM_MOA_032625.pdf,
FLORIDA,Winter Haven Police Department,Municipality,,Task Force Model,2025-07-02,link,,https://www.ice.gov/doclib/287gMOA/CityOfWinterHavenFL_TFM_MOA_07022025.pdf,
FLORIDA,Winter Springs Police Department,Municipality,Seminole County,Task Force Model,2025-06-05,link,,https://www.ice.gov/doclib/287gMOA/WinterSpringPoliceDeptFL_TFM_MOA_06052025.pdf,
FLORIDA,Zephyrhills Police Department,Municipality,,Task Force Model,2025-04-14,link,,https://www.ice.gov/doclib/287gMOA/ZephyrHillsPoliceDeptFL_TFM_MOA_04142025.pdf,
GEORGIA,Atkinson County Sheriff's Office,County,Atkinson County,Task Force Model,2026-01-07,link,,https://www.ice.gov/doclib/287gMOA/AtkinsonCoSheriffsOfficeGA_TFM_MOA_01072026.pdf,
GEORGIA,Bibb County Sheriff's Office,County,Bibb County ,Warrant Service Officer,2025-02-27,link,,https://www.ice.gov/doclib/287gMOA/BibbCoGA_WSO_MOA_02.26.25.pdf,
GEORGIA,Burke County Sheriff's Office,County,Burke County,Warrant Service Officer,2025-03-26,link,,https://www.ice.gov/doclib/287gMOA/BurkeCountyGA_WSO_MOA_032625.pdf,
GEORGIA,Catoosa County Sheriff's Office,County,Catoosa County,Jail Enforcement Model,2025-05-22,link,,https://www.ice.gov/doclib/287gMOA/CatoosaCoSheriffsOfficeGA_JEM_MOA_05.22.2025.pdf,
GEORGIA,Catoosa County Sheriff's Office,County,Catoosa County,Warrant Service Officer,2025-05-22,link,,https://www.ice.gov/doclib/287gMOA/CatoosaCoSheriffsOfficeGA_WSO_MOA_05.22.25.pdf,
GEORGIA,City of Morrow Police Department,Municipality,Clayton County,Task Force Model,2025-09-22,link,,https://www.ice.gov/doclib/287gMOA/MorrowCityPoliceDeptGA_TFM_MOA_09222025.pdf,
GEORGIA,Columbia County Sheriff's Office,County,Columbia County ,Jail Enforcement Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/ColumbiaCoSheriffsOffice_JEM_MOA_02.24.25.pdf,
GEORGIA,Coweta County Sheriff's Office,County,Coweta County,Warrant Service Officer,2025-05-22,link,,https://www.ice.gov/doclib/287gMOA/CowetaCoSheriffsOfficeGA_WSO_MOA_05.22.25.pdf,
GEORGIA,Dade County Sheriff's Office,County,Dade County,Warrant Service Officer,2025-03-26,link,,https://www.ice.gov/doclib/287gMOA/DadeCountyGA_WSO_MOA_032625.pdf,
GEORGIA,Dawson County Sheriff's Office,County,Dawson County,Warrant Service Officer,2025-05-22,link,,https://www.ice.gov/doclib/287gMOA/DawsonCoSheriffsOfficeGA_WSO_MOA_05.22.25.pdf,
GEORGIA,Decatur County Sheriff's Office,County,Decatur,Warrant Service Officer,2025-03-26,link,,https://www.ice.gov/doclib/287gMOA/DecaturCountySheriffGA_WSO_MOA_031825.pdf,
GEORGIA,Euharlee Police Department,Municipality,,Task Force Model,2025-05-16,link,,https://www.ice.gov/doclib/287gMOA/EuharleePoliceDeptGA_TFM_MOA_05162025.pdf,
GEORGIA,Fayette County Sheriff's Office ,County ,Fayette County ,Warrant Service Officer,2025-09-09,link,,https://www.ice.gov/doclib/287gMOA/FayetteCoSheriffsOfficeGA_WSO_MOA_09092025.pdf,
GEORGIA,Floyd County Sheriff's Office,County,Floyd County ,Jail Enforcement Model,2020-06-10,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_FloydCoGa2020-06-10.pdf,
GEORGIA,Forsyth County Sheriff's Office,County,Forsyth County,Warrant Service Officer,2025-05-13,link,,https://www.ice.gov/doclib/287gMOA/ForsythCoSheriffsOfficeGA_WSO_MOA_05.13.25.pdf,
GEORGIA,Franklin County Sheriff's Office,County,Franklin County ,Warrant Service Officer,2025-11-10,link,,https://www.ice.gov/doclib/287gMOA/FranklinCoSheriffsOfficeGA_WSO_MOA_11102025.pdf,
GEORGIA,Georgia Department of Corrections,State Agency,,Jail Enforcement Model,2020-06-09,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_GeorgiaDOC_06-09-2020.pdf,
GEORGIA,Georgia Department of Public Safety,State Agency,,Task Force Model,2025-03-10,link,,https://www.ice.gov/doclib/287gMOA/georgiaDeptPublicSafety_TFM_MOA_03.10.25.pdf,
GEORGIA,Gilmer County Sheriff's Office ,County,Gilmer County,Warrant Service Officer,2026-01-26,link,,https://www.ice.gov/doclib/287gMOA/georgiaDeptPublicSafety_TFM_MOA_03.10.25.pdf,
GEORGIA,Glynn County Sheriff's Office,County,Glynn County,Warrant Service Officer,2025-05-13,link,,https://www.ice.gov/doclib/287gMOA/GlynnCoSheriffsOfficeGA_WSO_MOA_05.13.25.pdf,
GEORGIA,Grady County Sheriff's Office,County,Grady County,Jail Enforcement Model,2026-01-07,link,,https://www.ice.gov/doclib/287gMOA/GradyCoSheriffsOfficeGA_JEM_MOA_01072026.pdf,
GEORGIA,Grady County Sheriff's Office,County,Grady County,Warrant Service Officer,2026-01-07,link,,https://www.ice.gov/doclib/287gMOA/GradyCoSheriffsOfficeGA_WSO_MOA_01072026.pdf,
GEORGIA,Hall County Sheriff's Office,County,Hall County ,Jail Enforcement Model,2020-06-09,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_HallCoGa2020-06-09.pdf,
GEORGIA,Harris County Sheriff's Office,County,Harris County,Warrant Service Officer,2025-05-22,link,,https://www.ice.gov/doclib/287gMOA/HarrisCoSheriffsOfficeGA_WSO_MOA_05.22.25.pdf,
GEORGIA,Jasper County Sheriff's Office,County,Jasper County,Jail Enforcement Model,2025-05-22,link,,https://www.ice.gov/doclib/287gMOA/JasperCoSheriffsOfficeGA_JEM_MOA_05.22.2025.pdf,
GEORGIA,Jasper County Sheriff's Office,County,Jasper County,Warrant Service Officer,2025-06-25,link,,https://www.ice.gov/doclib/287gMOA/JasperCoSheriffsOfficeGA_WSO_MOA_06252025.pdf,
GEORGIA,Lumpkin County Sheriff's Office,County,Lumpkin County,Warrant Service Officer,2025-03-27,link,,https://www.ice.gov/doclib/287gMOA/LumpkinCoSheriffsOfficeGA_WSO_MOA_03.26.25.pdf,
GEORGIA,Madison County Sheriff's Office,County,Madison County,Warrant Service Officer,2025-05-13,link,,https://www.ice.gov/doclib/287gMOA/MadisonCoSheriffsOfficeGA_WSO_MOA_05.13.25.pdf,
GEORGIA,Marietta Police Department,Municipality,Cobb County,Task Force Model,2026-01-07,link,,https://www.ice.gov/doclib/287gMOA/MariettaPoliceDeptGA_TFM_MOA_01072026.pdf,
GEORGIA,Monroe County Sheriff's Office,County,Monroe County ,Jail Enforcement Model,2025-02-24,link,,https://www.ice.gov/doclib/287gMOA/MonroeCoSheriffsOffice_JEM_MOA_02.24.25.pdf,
GEORGIA,Monroe Police Department ,Municipality,Monroe County ,Task Force Model,2025-07-07,link,,https://www.ice.gov/doclib/287gMOA/CityofMonroePDGA7.7.2025.pdf,
GEORGIA,Morgan County Sheriff's Office,County,Morgan County ,Warrant Service Officer,2025-02-28,link,,https://www.ice.gov/doclib/287gMOA/MorganCoSheriffsOfficeGA_WSO_MOA_02.28.25.pdf,
GEORGIA,Morven Police Department ,Municipality,Brooks County,Task Force Model,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/MorvenPoliceDeptGA_TFM_MOA_08282025.pdf,
GEORGIA,Oconee County Sheriff's Office,County,Oconee County ,Warrant Service Officer,2019-12-31,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_OconeeCoGa2019-12-31.pdf,
GEORGIA,Odum Police Department ,Municipality ,Wayne County,Task Force Model,2026-01-26,link,,https://www.ice.gov/doclib/287gMOA/OdumPoliceDeptGA_TFM_MOA_01262026.pdf,
GEORGIA,Oglethorpe County Sheriff's Office ,County ,Oglethorpe County,Task Force Model,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/OglethorpeCoSheriffsOfficeGA_TFM_MOA_10172025.pdf,
GEORGIA,Pearson Police Department,Municipality ,Atkinson County,Task Force Model,2026-02-10,link pending,,,
GEORGIA,Pierce County Sheriff's Office,County,Pierce County ,Warrant Service Officer,2025-02-27,link,,https://www.ice.gov/doclib/287gMOA/PierceCoGA_WSO_MOA_02.26.25.pdf,
GEORGIA,Polk County Sheriff's Office,County,Polk County ,Jail Enforcement Model,2020-07-02,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_PolkCoGa2020-07-02.pdf,
GEORGIA,Social Circle Police Department ,Municipality,Walton County,Task Force Model,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/SocialCirclePoliceDeptGA_TFM_MOA_10172025.pdf,
GEORGIA,Tift County Sheriff's Office,County,Tift County,Jail Enforcement Model,2025-05-07,link,,https://www.ice.gov/doclib/287gMOA/TiftCoSheriffsOfficeGA_JEM_MOA_05.06.2025.pdf,
GEORGIA,Tift County Sheriff's Office,County,Tift County,Warrant Service Officer,2025-05-07,link,,https://www.ice.gov/doclib/287gMOA/TiftCoSheriffsOfficeGA_WSO_MOA_05.06.25.pdf,
GEORGIA,Turner County Sheriff's Office,County,Turner County,Jail Enforcement Model,2025-12-16,link,,https://www.ice.gov/doclib/287gMOA/TurnerCoSOGA_JEM_MOA_12162025.pdf,
GEORGIA,Turner County Sheriff's Office,County,Turner County,Task Force Model,2025-12-16,link,,https://www.ice.gov/doclib/287gMOA/TurnerCoSOGA_TFM_MOA_12162025.pdf,
GEORGIA,Turner County Sheriff's Office,County,Turner County,Warrant Service Officer,2025-12-16,link,,https://www.ice.gov/doclib/287gMOA/TurnerCoSOGA_WSO_MOA_12162025.pdf,
GEORGIA,Walker County Sheriff's Office,County,Walker County ,Jail Enforcement Model,2025-02-24,link pending,,,
GEORGIA,Wayne County Sheriff's Office,County,Wayne County,Task Force Model,2026-01-30,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_WhitfieldCoGa2020-06-09.pdf,
GEORGIA ,Alto Police Department ,Municipality,Banks County ,Task Force Model,2025-11-06,link,,https://www.ice.gov/doclib/287gMOA/AltoPoliceDeptGA_TFM_MOA_11062025.pdf,
GEORGIA ,Grady County Sheriff's Office ,County ,Grady County,Task Force Model,2025-11-04,link,,https://www.ice.gov/doclib/287gMOA/GradyCoSheriffsOfficeGA_TFM_MOA_11042025.pdf,
GEORGIA ,Lanier County Sheriff's Office ,County ,Lanier County ,Task Force Model,2025-11-04,link,,https://www.ice.gov/doclib/287gMOA/LanierCoSheriffsOfficeGA_TFM_MOA_11042025.pdf,
GEORGIA ,Whitfield County Sheriff's Office,County,Whitfield County ,Jail Enforcement Model,2020-06-09,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_WhitfieldCoGa2020-06-09.pdf,
GUAM,Office Of The Attorney General ,State Agency,Kattan District ,Task Force Model,2025-09-22,link,,https://www.ice.gov/doclib/287gMOA/AttorneyGeneralOfficeGU_TFM_MOA_9222025.pdf,
IDAHO,Bingham County Sheriff's Office,County,Bingham County,Warrant Service Officer,2025-05-28,link,,https://www.ice.gov/doclib/287gMOA/BinghamCoSheriffsOfficeID_WSO_MOA_05282025.pdf,
IDAHO,Bonneville County Sheriff's Office ,County,Bonneville County,Warrant Service Officer,2025-07-11,link,,https://www.ice.gov/doclib/287gMOA/BonnevilleCountyID_WSO_MOA_070825.pdf,
IDAHO,Gooding County Sheriff's Office,County,Gooding County ,Warrant Service Officer,2020-08-17,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_GoodingCoID_08-17-2020.pdf,
IDAHO,Idaho State Police Department ,State Agency,Jerome County,Task Force Model,2025-06-05,link,,https://www.ice.gov/doclib/287gMOA/IdahoStatePolice_TFM_MOA_06052025.pdf,
IDAHO,Kootenai County Sheriff's Office ,County ,Kootenai County ,Jail Enforcement Model ,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/KootenaiCoSheriffsOfficeID_JEM_MOA_08282025.pdf,
IDAHO,Kootenai County Sheriff's Office ,County ,Kootenai County ,Warrant Service Officer,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/KootenaiCoSheriffsOfficeID_WSO_MOA_08282025.pdf,
IDAHO,Owyhee County Sheriff's Office,County,Owyhee County ,Task Force Model,2025-02-19,link,,https://www.ice.gov/doclib/287gMOA/OwyheeCoID_TFM_MOA_03.07.25.pdf,
